OrderID,CustomerID,StoreID,OrderDate,OrderDateTime,OrderStatus,SalesChannel,PaymentMethod,ShippingDate,PromoCode,Notes,SubTotal,Tax,ShippingCost,ItemsCount,OrderLevelDiscount,OrderTotal
6762,770,8,2025-06-02,2025-06-02 17:25:00,Cancelled,In-Store,Credit Card,,,Gift wrap,39.64,2.77,0.0,2,0.0,42.41
6763,1055,4,2024-08-17,2024-08-17 13:00:00,Completed,Online,Cash,2024-08-21,,,28.0,1.96,3.65,1,0.0,33.61
6764,615,4,2024-10-01,2024-10-01 19:45:00,Completed,Online,Bank Transfer,2024-10-01,,Gift wrap,43.16,3.02,1.24,2,0.0,47.42
6765,474,5,2025-01-19,2025-01-19 13:30:00,Completed,In-Store,Credit Card,2025-01-19,,Fragile,25.94,1.82,0.0,1,0.0,27.76
6766,528,8,2024-09-21,2024-09-21 16:00:00,Completed,In-Store,Bank Transfer,2024-09-21,,Gift wrap,24.34,1.7,0.0,1,0.0,26.04
6767,635,5,2025-03-17,2025-03-17 17:55:00,Completed,Online,Debit Card,2025-03-22,BUNDLE5,,11.0,0.77,4.39,1,0.0,16.16
6768,221,5,2024-09-23,2024-09-23 20:45:00,Completed,Online,Cash,2024-09-28,BUNDLE5,,14.39,1.01,3.4,1,0.0,18.8
6769,1174,4,2025-04-20,2025-04-20 11:40:00,Completed,In-Store,Cash,2025-04-20,BUNDLE5,Fragile,6.76,0.47,0.0,1,0.0,7.23
6770,819,10,2025-03-18,2025-03-18 15:40:00,Cancelled,In-Store,Credit Card,,BUNDLE5,Gift wrap,63.85,4.47,0.0,3,1.28,67.04
6771,661,8,2024-10-15,2024-10-15 19:30:00,Completed,Online,E-Wallet,2024-10-22,,Gift wrap,24.66,1.73,4.54,2,0.0,30.93
6772,243,1,2024-10-12,2024-10-12 20:50:00,Completed,Online,Debit Card,2024-10-18,NEW10,Gift wrap,15.84,1.11,2.77,1,0.0,19.72
6773,370,6,2024-01-20,2024-01-20 16:00:00,Pending,In-Store,E-Wallet,,BUNDLE5,Fragile,21.28,1.49,0.0,2,0.0,22.77
6774,687,8,2024-09-23,2024-09-23 15:15:00,Completed,Online,E-Wallet,2024-09-26,VIP20,,35.36,2.48,3.27,2,0.0,41.11
6775,198,2,2024-09-08,2024-09-08 13:10:00,Completed,In-Store,Cash,2024-09-08,SUMMER15,,63.14,4.42,0.0,2,0.0,67.56
6776,563,8,2025-05-18,2025-05-18 16:25:00,Completed,In-Store,Cash,2025-05-18,SUMMER15,,54.72,3.83,0.0,1,0.0,58.55
6777,136,10,2024-07-05,2024-07-05 17:25:00,Completed,Online,Debit Card,2024-07-12,,Fragile,46.23,3.24,3.04,2,0.0,52.51
6778,120,9,2025-06-18,2025-06-18 20:40:00,Completed,Online,Credit Card,2025-06-18,SUMMER15,,93.2,6.52,2.75,3,1.86,100.61
6779,405,4,2025-05-03,2025-05-03 16:10:00,Completed,Online,Cash,2025-05-10,,,57.41,4.02,3.94,3,0.0,65.37
6780,376,3,2024-10-27,2024-10-27 12:35:00,Completed,In-Store,E-Wallet,2024-10-27,SUMMER15,,28.13,1.97,0.0,2,0.0,30.1
6781,201,2,2024-04-14,2024-04-14 18:55:00,Completed,Online,E-Wallet,2024-04-21,,,23.82,1.67,4.8,2,0.0,30.29
6782,550,8,2025-03-13,2025-03-13 15:05:00,Completed,In-Store,E-Wallet,2025-03-13,NEW10,,13.27,0.93,0.0,1,0.0,14.2
6783,407,9,2025-07-05,2025-07-05 18:45:00,Completed,In-Store,Debit Card,2025-07-05,,Fragile,16.32,1.14,0.0,1,0.0,17.46
6784,228,2,2025-05-05,2025-05-05 16:30:00,Completed,Online,Bank Transfer,2025-05-07,BUNDLE5,,18.75,1.31,2.51,1,0.0,22.57
6785,550,1,2024-03-05,2024-03-05 18:20:00,Pending,Online,Credit Card,,SUMMER15,,20.93,1.47,4.53,1,0.0,26.93
6786,1161,8,2024-12-10,2024-12-10 19:40:00,Completed,In-Store,Cash,2024-12-10,,Gift wrap,48.37,3.39,0.0,4,0.0,51.76
6787,646,9,2024-03-30,2024-03-30 11:40:00,Completed,In-Store,Cash,2024-03-30,BUNDLE5,Gift wrap,59.17,4.14,0.0,3,1.18,62.13
6788,367,9,2024-08-21,2024-08-21 17:45:00,Completed,In-Store,Cash,2024-08-21,VIP20,Fragile,27.04,1.89,0.0,2,0.0,28.93
6789,839,7,2025-02-03,2025-02-03 14:40:00,Completed,Online,Cash,2025-02-06,,,143.24,10.03,4.99,5,0.0,158.26
6790,629,2,2024-10-10,2024-10-10 19:50:00,Pending,In-Store,Debit Card,,,,23.72,1.66,0.0,2,0.0,25.38
6791,355,7,2024-08-10,2024-08-10 16:15:00,Completed,In-Store,Bank Transfer,2024-08-10,,,48.71,3.41,0.0,2,0.0,52.12
6792,587,9,2024-02-27,2024-02-27 18:20:00,Completed,Online,Debit Card,2024-02-27,BUNDLE5,Gift wrap,52.18,3.65,3.23,2,0.0,59.06
6793,479,6,2025-03-10,2025-03-10 12:35:00,Completed,Online,Debit Card,2025-03-11,SUMMER15,Fragile,15.03,1.05,2.61,1,0.0,18.69
6794,877,5,2024-06-23,2024-06-23 20:40:00,Cancelled,In-Store,Debit Card,,BUNDLE5,Fragile,80.54,5.64,0.0,1,0.0,86.18
6795,26,6,2025-04-29,2025-04-29 11:10:00,Completed,In-Store,E-Wallet,2025-04-29,,,32.89,2.3,0.0,2,0.0,35.19
6796,772,3,2024-09-24,2024-09-24 12:00:00,Pending,Online,Cash,,,,33.86,2.37,3.64,1,0.0,39.87
6797,831,3,2024-05-04,2024-05-04 19:25:00,Completed,Online,E-Wallet,2024-05-06,,,41.35,2.89,5.14,2,0.0,49.38
6798,78,7,2025-06-19,2025-06-19 20:55:00,Completed,Online,Cash,2025-06-25,,Fragile,27.46,1.92,3.95,1,0.0,33.33
6799,389,8,2024-08-31,2024-08-31 19:00:00,Pending,Online,Credit Card,,BUNDLE5,Gift wrap,39.6,2.77,2.48,3,0.79,44.06
6800,991,6,2024-04-11,2024-04-11 20:25:00,Completed,Online,Bank Transfer,2024-04-13,SUMMER15,Fragile,23.2,1.62,2.4,1,0.0,27.22
6801,422,8,2025-07-28,2025-07-28 17:55:00,Completed,Online,Credit Card,2025-08-02,,Fragile,11.59,0.81,3.67,1,0.0,16.07
6802,129,8,2025-05-29,2025-05-29 17:55:00,Pending,Online,Bank Transfer,,,Gift wrap,55.89,3.91,4.33,4,0.0,64.13
6803,182,6,2024-10-12,2024-10-12 20:40:00,Completed,In-Store,Bank Transfer,2024-10-12,,Fragile,42.62,2.98,0.0,2,0.0,45.6
6804,421,8,2024-04-21,2024-04-21 12:45:00,Completed,Online,E-Wallet,2024-04-22,BUNDLE5,Gift wrap,66.78,4.67,5.28,2,0.0,76.73
6805,824,3,2024-02-17,2024-02-17 16:25:00,Cancelled,Online,Credit Card,,SUMMER15,Fragile,18.36,1.29,3.59,2,0.0,23.24
6806,1170,5,2024-12-17,2024-12-17 18:05:00,Completed,In-Store,E-Wallet,2024-12-17,BUNDLE5,Gift wrap,25.91,1.81,0.0,1,0.0,27.72
6807,113,4,2025-06-03,2025-06-03 19:00:00,Pending,In-Store,Bank Transfer,,VIP20,,40.79,2.86,0.0,3,0.82,42.83
6808,867,4,2025-08-23,2025-08-23 20:20:00,Completed,Online,E-Wallet,2025-08-27,NEW10,,98.45,6.89,2.03,3,1.97,105.4
6809,398,8,2025-02-15,2025-02-15 16:40:00,Pending,Online,Debit Card,,,Gift wrap,57.95,4.06,2.99,1,0.0,65.0
6810,299,7,2025-05-16,2025-05-16 16:05:00,Completed,In-Store,E-Wallet,2025-05-16,,,67.9,4.75,0.0,3,0.0,72.65
6811,826,7,2025-01-23,2025-01-23 20:10:00,Completed,In-Store,E-Wallet,2025-01-23,NEW10,,33.67,2.36,0.0,2,0.0,36.03
6812,593,3,2024-05-07,2024-05-07 20:15:00,Pending,Online,Bank Transfer,,VIP20,,9.41,0.66,2.86,1,0.0,12.93
6813,1026,7,2025-08-12,2025-08-12 10:55:00,Pending,In-Store,Credit Card,,,,37.7,2.64,0.0,3,0.0,40.34
6814,801,9,2024-02-27,2024-02-27 10:05:00,Completed,Online,Bank Transfer,2024-02-28,NEW10,Gift wrap,41.17,2.88,2.92,2,0.0,46.97
6815,878,4,2024-11-02,2024-11-02 20:10:00,Completed,In-Store,Cash,2024-11-02,VIP20,,9.93,0.7,0.0,1,0.0,10.63
6816,1085,3,2025-05-19,2025-05-19 20:55:00,Completed,In-Store,Credit Card,2025-05-19,BUNDLE5,,16.06,1.12,0.0,1,0.0,17.18
6817,444,4,2024-08-31,2024-08-31 16:05:00,Completed,In-Store,Debit Card,2024-08-31,NEW10,,26.18,1.83,0.0,2,0.0,28.01
6818,461,10,2024-03-15,2024-03-15 17:10:00,Completed,In-Store,E-Wallet,2024-03-15,SUMMER15,Gift wrap,39.17,2.74,0.0,2,0.0,41.91
6819,1086,8,2024-02-22,2024-02-22 11:15:00,Completed,In-Store,Cash,2024-02-22,,Gift wrap,20.2,1.41,0.0,1,0.0,21.61
6820,609,8,2025-04-19,2025-04-19 10:25:00,Completed,Online,Cash,2025-04-20,NEW10,Fragile,19.68,1.38,1.82,1,0.0,22.88
6821,84,8,2025-05-03,2025-05-03 20:45:00,Completed,In-Store,Cash,2025-05-03,BUNDLE5,,3.7,0.26,0.0,1,0.0,3.96
6822,216,1,2025-07-05,2025-07-05 20:20:00,Completed,In-Store,E-Wallet,2025-07-05,,,16.3,1.14,0.0,1,0.0,17.44
6823,862,8,2024-05-23,2024-05-23 16:45:00,Cancelled,In-Store,E-Wallet,,,,10.99,0.77,0.0,1,0.0,11.76
6824,623,6,2024-03-12,2024-03-12 14:25:00,Completed,Online,E-Wallet,2024-03-17,NEW10,Fragile,90.48,6.33,4.67,4,1.81,99.67
6825,341,7,2024-08-20,2024-08-20 13:15:00,Pending,In-Store,Cash,,NEW10,Fragile,37.34,2.61,0.0,2,0.0,39.95
6826,562,10,2024-10-17,2024-10-17 12:20:00,Pending,In-Store,Credit Card,,NEW10,,72.36,5.07,0.0,3,1.45,75.98
6827,645,2,2025-01-16,2025-01-16 15:45:00,Completed,In-Store,Debit Card,2025-01-16,VIP20,,5.71,0.4,0.0,1,0.0,6.11
6828,124,10,2024-08-17,2024-08-17 12:00:00,Completed,Online,Cash,2024-08-22,NEW10,Gift wrap,38.59,2.7,2.5,1,0.0,43.79
6829,276,10,2025-07-05,2025-07-05 18:00:00,Completed,Online,Bank Transfer,2025-07-10,NEW10,,32.84,2.3,2.51,2,0.0,37.65
6830,967,1,2024-08-17,2024-08-17 20:55:00,Pending,In-Store,Credit Card,,,,9.6,0.67,0.0,1,0.0,10.27
6831,552,9,2024-09-05,2024-09-05 20:35:00,Completed,In-Store,Bank Transfer,2024-09-05,,,20.4,1.43,0.0,1,0.0,21.83
6832,1005,7,2024-04-25,2024-04-25 16:15:00,Completed,Online,Credit Card,2024-04-25,SUMMER15,,21.2,1.48,1.93,1,0.0,24.61
6833,500,2,2024-02-16,2024-02-16 17:50:00,Completed,Online,Cash,2024-02-23,BUNDLE5,Gift wrap,23.27,1.63,2.3,1,0.0,27.2
6834,78,6,2024-06-07,2024-06-07 20:25:00,Returned,Online,Cash,,VIP20,,13.7,0.96,4.51,1,0.0,19.17
6835,860,3,2024-02-01,2024-02-01 13:25:00,Completed,Online,E-Wallet,2024-02-02,,Gift wrap,29.21,2.04,3.45,1,0.0,34.7
6836,203,8,2025-05-31,2025-05-31 10:45:00,Returned,In-Store,Bank Transfer,,,Gift wrap,61.49,4.3,0.0,3,0.0,65.79
6837,1139,2,2024-04-15,2024-04-15 14:10:00,Completed,In-Store,Cash,2024-04-15,,,49.72,3.48,0.0,2,0.0,53.2
6838,638,8,2025-01-02,2025-01-02 17:40:00,Completed,Online,Debit Card,2025-01-03,,,98.27,6.88,2.45,3,0.0,107.6
6839,661,2,2025-05-04,2025-05-04 15:20:00,Completed,Online,Debit Card,2025-05-06,BUNDLE5,,36.74,2.57,3.09,3,0.73,41.67
6840,4,1,2024-10-26,2024-10-26 13:35:00,Completed,Online,Credit Card,2024-11-01,BUNDLE5,,79.67,5.58,3.61,4,1.59,87.27
6841,1006,6,2025-08-17,2025-08-17 18:50:00,Completed,Online,Bank Transfer,2025-08-24,,,24.7,1.73,4.67,1,0.0,31.1
6842,397,1,2025-04-28,2025-04-28 17:50:00,Completed,Online,Cash,2025-05-05,,,9.8,0.69,2.82,1,0.0,13.31
6843,193,7,2024-07-22,2024-07-22 15:50:00,Completed,Online,Credit Card,2024-07-25,,,44.87,3.14,3.05,3,0.0,51.06
6844,419,3,2024-12-25,2024-12-25 10:45:00,Completed,Online,E-Wallet,2024-12-27,,Fragile,48.85,3.42,4.8,1,0.0,57.07
6845,353,10,2024-06-06,2024-06-06 18:35:00,Pending,Online,Credit Card,,,,16.42,1.15,5.54,2,0.0,23.11
6846,372,9,2024-01-20,2024-01-20 18:00:00,Cancelled,In-Store,Debit Card,,BUNDLE5,Fragile,24.74,1.73,0.0,1,0.0,26.47
6847,10,3,2025-02-02,2025-02-02 13:40:00,Completed,In-Store,Debit Card,2025-02-02,,,66.87,4.68,0.0,1,0.0,71.55
6848,710,2,2025-07-21,2025-07-21 11:05:00,Completed,Online,E-Wallet,2025-07-26,,,22.27,1.56,5.57,2,0.0,29.4
6849,948,3,2025-02-28,2025-02-28 11:35:00,Completed,In-Store,Debit Card,2025-02-28,SUMMER15,Fragile,38.49,2.69,0.0,2,0.0,41.18
6850,480,7,2024-04-19,2024-04-19 17:30:00,Completed,Online,Credit Card,2024-04-24,,,20.32,1.42,4.59,1,0.0,26.33
6851,284,7,2024-08-21,2024-08-21 12:25:00,Completed,Online,Credit Card,2024-08-22,NEW10,,58.21,4.07,1.67,3,1.16,62.79
6852,436,9,2024-02-14,2024-02-14 20:35:00,Completed,In-Store,Bank Transfer,2024-02-14,,,19.27,1.35,0.0,1,0.0,20.62
6853,291,3,2024-05-26,2024-05-26 20:05:00,Completed,Online,Debit Card,2024-06-01,SUMMER15,,79.11,5.54,2.45,3,1.58,85.52
6854,124,2,2025-07-20,2025-07-20 20:05:00,Completed,In-Store,Cash,2025-07-20,SUMMER15,,47.79,3.35,0.0,3,0.96,50.18
6855,713,1,2024-10-08,2024-10-08 20:00:00,Completed,In-Store,Credit Card,2024-10-08,,,113.83,7.97,0.0,3,0.0,121.8
6856,240,6,2025-06-14,2025-06-14 17:35:00,Completed,Online,Cash,2025-06-15,,,12.29,0.86,1.39,1,0.0,14.54
6857,48,5,2024-07-06,2024-07-06 19:25:00,Completed,In-Store,Cash,2024-07-06,,,27.76,1.94,0.0,1,0.0,29.7
6858,1032,8,2024-05-13,2024-05-13 12:10:00,Cancelled,In-Store,Credit Card,,BUNDLE5,,42.53,2.98,0.0,3,0.85,44.66
6859,400,10,2025-07-15,2025-07-15 15:00:00,Completed,Online,Bank Transfer,2025-07-15,VIP20,,43.48,3.04,3.93,2,0.0,50.45
6860,493,8,2024-03-12,2024-03-12 17:20:00,Pending,In-Store,Bank Transfer,,,,137.7,9.64,0.0,4,0.0,147.34
6861,621,2,2024-05-10,2024-05-10 14:05:00,Completed,In-Store,Bank Transfer,2024-05-10,,,22.65,1.59,0.0,2,0.0,24.24
6862,839,2,2025-07-27,2025-07-27 19:25:00,Completed,Online,Debit Card,2025-07-31,BUNDLE5,,52.17,3.65,2.36,1,0.0,58.18
6863,134,3,2024-08-08,2024-08-08 15:45:00,Completed,In-Store,E-Wallet,2024-08-08,,,88.48,6.19,0.0,1,0.0,94.67
6864,115,6,2024-08-09,2024-08-09 14:35:00,Completed,Online,Debit Card,2024-08-13,VIP20,Gift wrap,71.95,5.04,3.45,4,1.44,79.0
6865,144,8,2024-01-08,2024-01-08 10:45:00,Completed,Online,E-Wallet,2024-01-11,,Fragile,26.27,1.84,3.55,1,0.0,31.66
6866,72,6,2025-07-26,2025-07-26 20:20:00,Completed,Online,Bank Transfer,2025-07-27,,,80.99,5.67,3.76,2,0.0,90.42
6867,974,2,2025-06-29,2025-06-29 15:35:00,Completed,Online,E-Wallet,2025-07-04,VIP20,Fragile,78.54,5.5,3.37,4,1.57,85.84
6868,270,8,2024-05-14,2024-05-14 20:30:00,Completed,In-Store,E-Wallet,2024-05-14,,,48.74,3.41,0.0,2,0.0,52.15
6869,512,1,2025-03-28,2025-03-28 14:00:00,Completed,In-Store,Cash,2025-03-28,NEW10,,40.78,2.85,0.0,3,0.82,42.81
6870,1026,2,2024-06-04,2024-06-04 15:10:00,Completed,In-Store,E-Wallet,2024-06-04,BUNDLE5,,7.36,0.52,0.0,1,0.0,7.88
6871,1150,7,2025-08-23,2025-08-23 10:35:00,Pending,In-Store,E-Wallet,,BUNDLE5,,98.37,6.89,0.0,3,1.97,103.29
6872,651,4,2024-12-05,2024-12-05 11:40:00,Completed,Online,Cash,2024-12-05,,Fragile,68.45,4.79,3.07,4,0.0,76.31
6873,204,5,2024-06-30,2024-06-30 14:40:00,Completed,Online,Bank Transfer,2024-07-04,SUMMER15,Fragile,29.77,2.08,4.38,1,0.0,36.23
6874,819,7,2024-08-12,2024-08-12 18:10:00,Completed,In-Store,Bank Transfer,2024-08-12,SUMMER15,,3.11,0.22,0.0,1,0.0,3.33
6875,1070,2,2025-05-15,2025-05-15 17:55:00,Cancelled,Online,Debit Card,,SUMMER15,,27.64,1.93,2.68,1,0.0,32.25
6876,654,6,2024-01-18,2024-01-18 18:05:00,Pending,Online,Bank Transfer,,VIP20,Fragile,30.88,2.16,3.83,2,0.0,36.87
6877,930,2,2025-03-23,2025-03-23 16:50:00,Completed,Online,Bank Transfer,2025-03-29,,Fragile,79.65,5.58,2.18,3,0.0,87.41
6878,420,2,2024-07-13,2024-07-13 10:05:00,Completed,In-Store,E-Wallet,2024-07-13,BUNDLE5,Fragile,38.48,2.69,0.0,2,0.0,41.17
6879,966,10,2024-03-11,2024-03-11 11:40:00,Returned,In-Store,Bank Transfer,,,,11.71,0.82,0.0,1,0.0,12.53
6880,120,10,2024-05-16,2024-05-16 12:15:00,Completed,In-Store,E-Wallet,2024-05-16,NEW10,Gift wrap,63.71,4.46,0.0,3,1.27,66.9
6881,107,10,2025-07-10,2025-07-10 17:00:00,Completed,In-Store,Debit Card,2025-07-10,,Gift wrap,31.77,2.22,0.0,2,0.0,33.99
6882,837,7,2024-03-09,2024-03-09 10:20:00,Completed,Online,Credit Card,2024-03-15,BUNDLE5,,48.7,3.41,4.06,3,0.97,55.2
6883,745,6,2025-03-04,2025-03-04 10:10:00,Cancelled,In-Store,Bank Transfer,,,,24.79,1.74,0.0,2,0.0,26.53
6884,1145,5,2024-01-31,2024-01-31 16:35:00,Completed,In-Store,Cash,2024-01-31,,,10.21,0.71,0.0,1,0.0,10.92
6885,248,7,2024-10-07,2024-10-07 10:20:00,Pending,In-Store,Credit Card,,VIP20,Fragile,19.28,1.35,0.0,2,0.0,20.63
6886,1021,10,2025-07-12,2025-07-12 20:15:00,Completed,In-Store,Credit Card,2025-07-12,BUNDLE5,,73.51,5.15,0.0,4,1.47,77.19
6887,399,1,2025-05-27,2025-05-27 15:15:00,Completed,Online,Cash,2025-05-28,,,63.65,4.46,5.23,3,0.0,73.34
6888,918,1,2024-05-07,2024-05-07 20:20:00,Completed,Online,Cash,2024-05-07,NEW10,,57.46,4.02,3.32,1,0.0,64.8
6889,602,5,2024-10-01,2024-10-01 11:35:00,Pending,Online,Cash,,SUMMER15,,8.8,0.62,2.94,1,0.0,12.36
6890,203,6,2025-01-06,2025-01-06 13:35:00,Pending,In-Store,Credit Card,,,Fragile,78.49,5.49,0.0,2,0.0,83.98
6891,454,9,2025-03-20,2025-03-20 14:40:00,Completed,Online,Credit Card,2025-03-21,NEW10,,54.84,3.84,3.61,2,0.0,62.29
6892,653,3,2024-09-03,2024-09-03 12:05:00,Completed,In-Store,Credit Card,2024-09-03,VIP20,Fragile,46.59,3.26,0.0,1,0.0,49.85
6893,748,8,2025-03-28,2025-03-28 18:45:00,Completed,Online,Bank Transfer,2025-04-03,BUNDLE5,Fragile,62.82,4.4,3.74,4,1.26,69.7
6894,56,7,2025-03-17,2025-03-17 12:00:00,Pending,Online,E-Wallet,,,,152.06,10.64,3.77,3,0.0,166.47
6895,1194,5,2024-02-17,2024-02-17 16:55:00,Completed,Online,Debit Card,2024-02-18,,Gift wrap,50.38,3.53,4.93,3,0.0,58.84
6896,1143,2,2025-07-03,2025-07-03 12:00:00,Returned,Online,Credit Card,,SUMMER15,Fragile,8.41,0.59,3.02,1,0.0,12.02
6897,121,10,2024-01-21,2024-01-21 11:45:00,Completed,In-Store,E-Wallet,2024-01-21,VIP20,,38.04,2.66,0.0,3,0.76,39.94
6898,739,9,2024-08-07,2024-08-07 16:30:00,Pending,Online,Bank Transfer,,,Fragile,17.54,1.23,2.49,1,0.0,21.26
6899,863,2,2025-01-06,2025-01-06 19:00:00,Completed,Online,Debit Card,2025-01-11,SUMMER15,,20.98,1.47,2.39,2,0.0,24.84
6900,1108,5,2025-04-17,2025-04-17 19:25:00,Completed,In-Store,E-Wallet,2025-04-17,BUNDLE5,,10.57,0.74,0.0,1,0.0,11.31
6901,545,1,2024-07-15,2024-07-15 19:30:00,Returned,In-Store,Cash,,,Gift wrap,13.09,0.92,0.0,1,0.0,14.01
6902,126,3,2024-03-09,2024-03-09 14:20:00,Pending,Online,Cash,,,,68.77,4.81,1.93,3,0.0,75.51
6903,1001,6,2024-04-15,2024-04-15 16:05:00,Returned,Online,Debit Card,,VIP20,,40.03,2.8,4.28,2,0.0,47.11
6904,1040,2,2025-05-24,2025-05-24 10:15:00,Completed,In-Store,Debit Card,2025-05-24,NEW10,,12.85,0.9,0.0,1,0.0,13.75
6905,418,9,2024-07-02,2024-07-02 10:55:00,Cancelled,Online,Cash,,VIP20,,45.01,3.15,3.45,2,0.0,51.61
6906,807,10,2024-04-29,2024-04-29 12:10:00,Completed,Online,E-Wallet,2024-05-01,NEW10,Gift wrap,52.14,3.65,2.69,2,0.0,58.48
6907,835,2,2024-09-09,2024-09-09 17:35:00,Pending,In-Store,Debit Card,,SUMMER15,,25.26,1.77,0.0,1,0.0,27.03
6908,782,1,2024-08-22,2024-08-22 16:50:00,Completed,Online,Bank Transfer,2024-08-28,NEW10,Gift wrap,86.4,6.05,3.36,2,0.0,95.81
6909,253,6,2024-11-11,2024-11-11 15:05:00,Cancelled,Online,Debit Card,,SUMMER15,,53.86,3.77,2.68,3,1.08,59.23
6910,240,1,2024-01-07,2024-01-07 13:35:00,Completed,Online,E-Wallet,2024-01-13,SUMMER15,Fragile,32.93,2.31,4.69,2,0.0,39.93
6911,67,5,2024-03-08,2024-03-08 15:20:00,Completed,In-Store,Bank Transfer,2024-03-08,,,34.11,2.39,0.0,1,0.0,36.5
6912,547,10,2025-03-06,2025-03-06 13:35:00,Pending,Online,Cash,,VIP20,Fragile,19.14,1.34,3.95,2,0.0,24.43
6913,162,3,2025-04-06,2025-04-06 20:10:00,Completed,Online,E-Wallet,2025-04-12,,Gift wrap,31.5,2.2,3.37,2,0.0,37.07
6914,972,3,2024-03-08,2024-03-08 11:25:00,Completed,Online,Credit Card,2024-03-09,NEW10,,3.43,0.24,5.04,1,0.0,8.71
6915,496,10,2024-03-29,2024-03-29 20:40:00,Pending,In-Store,Debit Card,,,,35.27,2.47,0.0,2,0.0,37.74
6916,887,8,2024-06-07,2024-06-07 12:35:00,Cancelled,Online,Credit Card,,,,73.22,5.13,4.55,2,0.0,82.9
6917,158,4,2024-08-23,2024-08-23 18:50:00,Pending,Online,Debit Card,,VIP20,Fragile,48.61,3.4,2.75,4,0.97,53.79
6918,589,10,2025-07-29,2025-07-29 17:45:00,Completed,Online,Bank Transfer,2025-08-01,VIP20,Fragile,34.4,2.41,3.33,3,0.69,39.45
6919,1005,4,2025-07-20,2025-07-20 16:20:00,Completed,Online,E-Wallet,2025-07-21,BUNDLE5,Gift wrap,53.54,3.75,2.78,3,1.07,59.0
6920,556,10,2024-06-30,2024-06-30 20:25:00,Cancelled,Online,Cash,,NEW10,Fragile,8.61,0.6,4.29,1,0.0,13.5
6921,534,2,2024-07-22,2024-07-22 18:00:00,Pending,Online,Bank Transfer,,VIP20,Fragile,65.5,4.59,3.62,2,0.0,73.71
6922,789,10,2025-01-25,2025-01-25 12:05:00,Completed,In-Store,Cash,2025-01-25,SUMMER15,Gift wrap,86.57,6.06,0.0,3,1.73,90.9
6923,386,10,2025-07-05,2025-07-05 13:40:00,Completed,In-Store,Debit Card,2025-07-05,SUMMER15,Fragile,130.62,9.14,0.0,5,2.61,137.15
6924,636,3,2024-10-11,2024-10-11 10:00:00,Completed,In-Store,Cash,2024-10-11,SUMMER15,Gift wrap,54.46,3.81,0.0,4,1.09,57.18
6925,237,3,2025-01-02,2025-01-02 20:35:00,Completed,Online,Credit Card,2025-01-08,BUNDLE5,,23.46,1.64,3.04,2,0.0,28.14
6926,1149,3,2024-02-23,2024-02-23 17:30:00,Completed,Online,Bank Transfer,2024-03-01,,Fragile,12.56,0.88,3.7,1,0.0,17.14
6927,656,4,2024-06-05,2024-06-05 15:35:00,Completed,In-Store,Bank Transfer,2024-06-05,BUNDLE5,,17.38,1.22,0.0,1,0.0,18.6
6928,984,6,2024-06-15,2024-06-15 17:40:00,Completed,Online,Bank Transfer,2024-06-19,,,19.29,1.35,4.52,1,0.0,25.16
6929,635,9,2025-04-11,2025-04-11 18:55:00,Completed,Online,Cash,2025-04-12,,,130.95,9.17,3.95,4,0.0,144.07
6930,553,7,2025-08-18,2025-08-18 17:15:00,Completed,In-Store,E-Wallet,2025-08-18,,Fragile,40.41,2.83,0.0,2,0.0,43.24
6931,544,8,2025-06-16,2025-06-16 17:40:00,Completed,Online,E-Wallet,2025-06-19,VIP20,,51.88,3.63,3.97,3,1.04,58.44
6932,345,2,2025-04-29,2025-04-29 20:35:00,Completed,Online,Debit Card,2025-05-01,VIP20,,11.27,0.79,2.49,2,0.0,14.55
6933,95,6,2024-12-01,2024-12-01 15:20:00,Completed,Online,Bank Transfer,2024-12-06,BUNDLE5,,19.54,1.37,2.58,1,0.0,23.49
6934,712,3,2025-06-21,2025-06-21 18:35:00,Returned,Online,Credit Card,,VIP20,Gift wrap,20.54,1.44,5.02,1,0.0,27.0
6935,488,6,2024-05-16,2024-05-16 15:20:00,Completed,Online,Credit Card,2024-05-18,VIP20,Fragile,15.45,1.08,3.06,2,0.0,19.59
6936,739,4,2024-12-24,2024-12-24 10:55:00,Completed,In-Store,E-Wallet,2024-12-24,BUNDLE5,,7.7,0.54,0.0,1,0.0,8.24
6937,345,10,2024-11-28,2024-11-28 18:15:00,Completed,Online,Debit Card,2024-11-29,,,21.25,1.49,4.19,1,0.0,26.93
6938,570,1,2025-02-28,2025-02-28 18:35:00,Completed,Online,Debit Card,2025-03-02,VIP20,,109.37,7.66,5.15,2,0.0,122.18
6939,518,4,2024-11-19,2024-11-19 17:55:00,Completed,Online,E-Wallet,2024-11-25,,,47.06,3.29,4.49,2,0.0,54.84
6940,284,10,2024-03-08,2024-03-08 15:35:00,Completed,In-Store,Cash,2024-03-08,,Fragile,151.18,10.58,0.0,3,0.0,161.76
6941,323,7,2024-05-24,2024-05-24 13:10:00,Completed,Online,Bank Transfer,2024-05-27,,,177.48,12.42,2.97,5,0.0,192.87
6942,484,3,2025-01-18,2025-01-18 13:55:00,Completed,Online,Debit Card,2025-01-20,NEW10,,90.81,6.36,4.24,4,1.82,99.59
6943,769,2,2024-07-04,2024-07-04 18:25:00,Completed,In-Store,Cash,2024-07-04,BUNDLE5,,9.57,0.67,0.0,1,0.0,10.24
